clip_stem,split,videos_len
5_2_21_2,train,59
5_2_21_3,train,48
5_2_21_4,train,23
5_2_22_1,train,34
5_2_22_2,train,57
5_2_22_3,train,68
5_2_22_4,train,64
5_2_22_5,train,61
5_2_22_6,train,44
5_2_22_7,train,40
5_2_22_8,train,49
5_2_22_9,train,55
5_2_22_10,train,63
5_2_22_11,train,71
5_2_22_12,train,61
5_2_22_13,train,34
5_2_23_1,train,27
5_2_23_2,train,47
5_2_23_3,train,66
5_2_23_4,train,54
5_2_23_5,train,49
5_2_23_6,train,61
5_2_23_7,train,58
5_2_23_8,train,52
5_2_23_9,train,53
5_2_23_10,train,64
5_2_23_11,train,75
5_2_23_12,train,71
5_2_23_13,train,57
5_2_23_14,train,51
5_2_23_15,train,66
5_2_23_16,train,70
5_2_23_17,train,49
5_2_23_18,train,25
5_2_24_1,train,32
5_2_24_2,train,50
5_2_24_3,train,65
5_2_24_4,train,46
5_2_24_5,train,38
5_2_24_6,train,51
5_2_24_7,train,62
5_2_24_8,train,68
5_2_24_9,train,48
5_2_24_10,train,38
5_2_24_11,train,32
5_2_25_1,train,37
5_2_25_2,train,60
5_2_25_3,train,57
5_2_25_4,train,49
5_2_25_5,train,68
5_2_25_6,train,55
5_2_25_7,train,37
5_2_25_8,train,59
5_2_25_9,train,63
5_2_25_10,train,66
5_2_25_11,train,62
5_2_25_12,train,51
5_2_25_13,train,60
5_2_25_14,train,70
5_2_25_15,train,71
5_2_25_16,train,73
5_2_25_17,train,63
5_2_25_18,train,57
5_2_25_19,train,54
5_2_25_20,train,59
5_2_25_21,train,47
5_2_26_1,train,33
5_2_26_2,train,28
5_2_27_1,train,38
5_2_27_2,train,53
5_2_27_3,train,61
5_2_27_4,train,68
5_2_27_5,train,57
5_2_27_6,train,27
5_2_28_1,train,34
5_2_28_2,train,49
5_2_28_3,train,37
5_2_30_1,train,37
5_2_30_2,train,59
5_2_30_3,train,65
5_2_30_4,train,55
5_2_30_5,train,55
5_2_30_6,train,70
5_2_30_7,train,57
5_2_30_8,train,43
5_2_30_9,train,66
5_2_30_10,train,79
5_2_30_11,train,55
5_2_30_12,train,46
5_2_30_13,train,38
5_2_31_1,train,34
5_2_31_2,train,54
5_2_31_3,train,71
5_2_31_4,train,58
5_2_31_5,train,56
5_2_31_6,train,62
5_2_31_7,train,54
5_2_31_8,train,62
5_2_31_9,train,62
5_2_31_10,train,43
5_2_31_11,train,41
5_2_31_12,train,62
5_2_31_13,train,58
5_2_31_14,train,53
5_2_31_15,train,67
5_2_31_16,train,60
5_2_31_17,train,40
5_2_31_18,train,41
5_2_31_19,train,62
5_2_31_20,train,67
5_2_31_21,train,66
5_2_31_22,train,47
5_2_31_23,train,43
5_2_31_24,train,60
5_2_31_25,train,37
5_2_32_1,train,29
5_2_32_2,train,38
5_2_32_3,train,63
5_2_32_4,train,68
5_2_32_5,train,62
5_2_32_6,train,62
5_2_32_7,train,62
5_2_32_8,train,61
5_2_32_9,train,64
5_2_32_10,train,74
5_2_32_11,train,52
5_2_32_12,train,47
5_2_32_13,train,68
5_2_32_14,train,54
5_2_32_15,train,25
5_3_1_1,train,36
5_3_1_2,train,53
5_3_1_3,train,50
5_3_1_4,train,43
5_3_1_5,train,51
5_3_1_6,train,50
5_3_1_7,train,64
5_3_1_8,train,58
5_3_1_9,train,43
5_3_1_10,train,59
5_3_1_11,train,42
5_3_2_1,train,37
5_3_2_2,train,49
5_3_2_3,train,58
5_3_2_4,train,53
5_3_2_5,train,43
5_3_2_6,train,48
5_3_2_7,train,50
5_3_2_8,train,62
5_3_2_9,train,50
5_3_2_10,train,38
5_3_2_11,train,53
5_3_2_12,train,59
5_3_2_13,train,53
5_3_2_14,train,49
5_3_2_15,train,52
5_3_2_16,train,65
5_3_2_17,train,69
5_3_2_18,train,56
5_3_2_19,train,36
5_3_3_1,train,35
5_3_3_2,train,43
5_3_3_3,train,59
5_3_3_4,train,50
5_3_3_5,train,28
5_3_3_6,train,27
5_3_3_7,train,37
5_3_3_8,train,49
5_3_3_9,train,54
5_3_3_10,train,51
5_3_3_11,train,38
5_3_3_12,train,38
5_3_3_13,train,58
5_3_3_14,train,65
5_3_3_15,train,55
5_3_3_16,train,42
5_3_3_17,train,32
5_3_3_18,train,36
5_3_3_19,train,50
5_3_3_20,train,55
5_3_3_21,train,66
5_3_3_22,train,77
5_3_3_23,train,49
5_3_4_1,train,36
5_3_4_2,train,50
5_3_4_3,train,42
5_3_4_4,train,38
5_3_4_5,train,47
5_3_4_6,train,45
5_3_4_7,train,61
5_3_4_8,train,61
5_3_4_9,train,50
5_3_4_10,train,62
5_3_4_11,train,55
5_3_4_12,train,26
5_3_5_1,train,34
5_3_5_2,train,42
5_3_5_3,train,47
5_3_5_4,train,62
5_3_5_5,train,51
5_3_5_6,train,37
5_3_5_7,train,49
5_3_5_8,train,62
5_3_5_9,train,46
5_3_6_1,train,40
5_3_6_2,train,54
5_3_6_3,train,41
5_3_6_4,train,41
5_3_6_5,train,52
5_3_6_6,train,59
5_3_6_7,train,52
5_3_6_8,train,43
5_3_6_9,train,56
5_3_6_10,train,57
5_3_6_11,train,43
5_3_6_12,train,32
5_3_6_13,train,27
5_3_6_14,train,29
5_3_6_15,train,29
5_3_6_16,train,50
5_3_6_17,train,56
5_3_6_18,train,48
5_3_6_19,train,66
5_3_6_20,train,52
5_3_6_21,train,39
5_3_6_22,train,62
5_3_6_23,train,53
5_3_6_24,train,45
5_3_6_25,train,52
5_3_6_26,train,38
5_3_6_27,train,52
5_3_6_28,train,60
5_3_6_29,train,56
5_3_6_30,train,67
5_3_6_31,train,53
5_3_6_32,train,50
5_3_6_33,train,66
5_3_6_34,train,74
5_3_6_35,train,50
5_3_6_36,train,45
5_3_6_37,train,60
5_3_6_38,train,64
5_3_6_39,train,61
5_3_6_40,train,52
5_3_6_41,train,65
5_3_6_42,train,48
5_3_6_43,train,19
5_3_7_1,train,36
5_3_7_2,train,40
5_3_7_3,train,40
5_3_7_4,train,53
5_3_7_5,train,53
5_3_7_6,train,46
5_3_7_7,train,56
5_3_7_8,train,45
5_3_7_9,train,40
5_3_7_10,train,50
5_3_7_11,train,56
5_3_7_12,train,54
5_3_7_13,train,48
5_3_7_14,train,50
5_3_7_15,train,52
5_3_7_16,train,51
5_3_7_17,train,33
5_3_8_1,train,31
5_3_8_2,train,37
5_3_8_3,train,47
5_3_8_4,train,64
5_3_8_5,train,59
5_3_8_6,train,42
5_3_8_7,train,62
5_3_8_8,train,58
5_3_8_9,train,43
5_3_8_10,train,52
5_3_8_11,train,52
5_3_8_12,train,63
5_3_8_13,train,57
5_3_8_14,train,43
5_3_8_15,train,53
5_3_8_16,train,37
5_3_10_1,train,35
5_3_10_2,train,50
5_3_10_3,train,42
5_3_10_4,train,36
5_3_10_5,train,36
5_3_10_6,train,26
5_3_10_7,train,36
5_3_10_8,train,47
5_3_10_9,train,50
5_3_10_10,train,64
5_3_10_11,train,57
5_3_10_12,train,42
5_3_10_13,train,48
5_3_10_14,train,56
5_3_10_15,train,54
5_3_10_16,train,46
5_3_10_17,train,61
5_3_10_18,train,67
5_3_10_19,train,56
5_3_10_20,train,52
5_3_10_21,train,64
5_3_10_22,train,57
5_3_10_23,train,51
5_3_10_24,train,55
5_3_10_25,train,66
5_3_10_26,train,63
5_3_10_27,train,49
5_3_10_28,train,60
5_3_10_29,train,43
5_3_11_1,train,30
5_3_11_2,train,45
5_3_11_3,train,66
5_3_11_4,train,64
5_3_11_5,train,53
5_3_11_6,train,55
5_3_11_7,train,55
5_3_11_8,train,35
5_3_12_1,train,35
5_3_12_2,train,44
5_3_12_3,train,56
5_3_12_4,train,46
5_3_12_5,train,45
5_3_12_6,train,59
5_3_12_7,train,37
5_3_13_2,train,47
5_3_13_3,train,60
5_3_13_4,train,51
5_3_13_5,train,37
5_3_13_6,train,37
5_3_13_7,train,50
5_3_13_8,train,31
5_3_14_1,train,35
5_3_14_2,train,37
5_3_14_3,train,30
5_3_14_4,train,37
5_3_14_5,train,50
5_3_14_6,train,64
5_3_14_7,train,58
5_3_14_8,train,40
5_3_14_9,train,47
5_3_14_10,train,63
5_3_14_11,train,54
5_3_14_12,train,40
5_3_14_13,train,50
5_3_14_14,train,61
5_3_14_15,train,60
5_3_14_16,train,49
5_3_14_17,train,60
5_3_14_18,train,52
5_3_14_19,train,46
5_3_14_20,train,36
5_3_15_1,train,37
5_3_15_2,train,46
5_3_15_3,train,54
5_3_15_4,train,50
5_3_15_5,train,40
5_3_15_6,train,54
5_3_15_7,train,52
5_3_15_8,train,45
5_3_15_9,train,50
5_3_15_10,train,51
5_3_15_11,train,66
5_3_15_12,train,53
5_3_15_13,train,38
5_3_15_14,train,48
5_3_15_15,train,42
5_3_15_16,train,48
5_3_15_17,train,37
5_3_16_1,train,38
5_3_16_2,train,48
5_3_16_3,train,48
5_3_16_4,train,61
5_3_16_5,train,52
5_3_16_6,train,42
5_3_16_7,train,35
5_3_17_1,train,37
5_3_17_2,train,59
5_3_17_3,train,50
5_3_17_4,train,41
5_3_17_5,train,50
5_3_17_6,train,48
5_3_17_7,train,37
5_3_17_8,train,35
5_3_17_9,train,46
5_3_17_10,train,47
5_3_17_11,train,65
5_3_17_12,train,79
5_3_17_13,train,53
5_3_17_14,train,45
5_3_17_15,train,53
5_3_17_16,train,49
5_3_17_17,train,65
5_3_17_18,train,49
5_3_18_1,train,34
5_3_18_2,train,43
5_3_18_3,train,56
5_3_18_4,train,46
5_3_18_5,train,43
5_3_18_6,train,61
5_3_18_7,train,64
5_3_18_8,train,72
5_3_18_9,train,57
5_3_18_10,train,28
5_3_19_1,train,33
5_3_19_2,train,41
5_3_19_3,train,49
5_3_19_4,train,36
5_3_19_5,train,20
5_3_20_1,train,36
5_3_20_2,train,52
5_3_20_3,train,50
5_3_20_4,train,47
5_3_20_5,train,42
5_3_20_6,train,37
5_3_20_7,train,41
5_3_20_8,train,30
5_3_20_9,train,35
5_3_20_10,train,51
5_3_20_11,train,59
5_3_20_12,train,66
5_3_20_13,train,62
5_3_20_14,train,55
5_3_20_15,train,40
5_3_22_1,train,33
5_3_22_2,train,41
5_3_22_3,train,50
5_3_22_4,train,65
5_3_22_5,train,52
5_3_22_6,train,37
5_3_22_7,train,47
5_3_22_8,train,44
5_3_22_9,train,36
5_3_22_10,train,21
5_3_23_1,train,35
5_3_23_2,train,50
5_3_23_3,train,48
5_3_23_4,train,36
5_3_23_5,train,40
5_3_23_6,train,47
5_3_23_7,train,40
5_3_23_8,train,28
5_3_23_9,train,52
5_3_23_10,train,49
5_3_24_1,train,35
5_3_24_2,train,43
5_3_24_3,train,60
5_3_24_4,train,56
5_3_24_5,train,41
5_3_24_6,train,56
5_3_24_7,train,57
5_3_24_8,train,56
5_3_24_9,train,71
5_3_24_10,train,65
5_3_24_11,train,52
5_3_24_12,train,55
5_3_24_13,train,36
5_3_25_1,train,23
5_3_25_2,train,28
5_3_25_3,train,44
5_3_25_4,train,57
5_3_25_5,train,44
5_3_26_1,train,35
5_3_26_2,train,55
5_3_26_3,train,55
5_3_26_4,train,42
5_3_26_5,train,50
5_3_26_6,train,67
5_3_26_7,train,51
5_3_26_8,train,40
5_3_26_9,train,54
5_3_26_10,train,45
5_3_26_11,train,40
5_3_26_12,train,62
5_3_27_1,train,39
5_3_27_2,train,47
5_3_27_3,train,45
5_3_27_4,train,53
5_3_27_5,train,44
5_3_27_6,train,38
5_3_27_7,train,45
5_3_27_8,train,54
5_3_27_9,train,59
5_3_27_10,train,54
5_3_27_11,train,44
5_3_27_12,train,40
5_3_27_13,train,40
5_3_27_14,train,38
5_3_27_15,train,51
5_3_27_16,train,59
5_3_27_17,train,65
5_3_27_18,train,56
5_3_27_19,train,48
5_3_27_20,train,64
5_3_27_21,train,54
5_3_27_22,train,42
5_3_27_23,train,60
5_3_27_24,train,56
5_3_27_25,train,52
5_3_27_26,train,54
5_3_27_27,train,66
5_3_27_28,train,76
5_3_27_29,train,50
5_3_27_30,train,22
5_3_28_1,train,34
5_3_28_2,train,43
5_3_28_3,train,64
5_3_28_4,train,57
5_3_28_5,train,47
5_3_28_6,train,53
5_3_28_7,train,65
5_3_28_8,train,66
5_3_28_9,train,54
5_3_28_10,train,37
5_3_29_1,train,38
5_3_29_2,train,49
5_3_29_3,train,35
5_3_31_1,train,26
5_3_31_2,train,46
5_3_31_3,train,63
5_3_31_4,train,52
5_3_31_5,train,51
5_3_31_6,train,61
5_3_31_7,train,61
5_3_31_8,train,34
5_3_32_1,train,34
5_3_32_2,train,47
5_3_32_3,train,62
5_3_32_4,train,67
5_3_32_5,train,41
5_3_33_1,train,38
5_3_33_2,train,55
5_3_33_3,train,58
5_3_33_4,train,49
5_3_33_5,train,47
5_3_33_6,train,55
5_3_33_7,train,56
5_3_33_8,train,38
5_3_33_9,train,23
5_3_34_1,train,33
5_3_34_2,train,42
5_3_34_3,train,53
5_3_34_4,train,43
5_3_34_5,train,42
5_3_34_6,train,53
5_3_34_7,train,49
5_3_34_8,train,49
5_3_34_9,train,64
5_3_34_10,train,49
5_3_35_1,train,38
5_3_35_2,train,52
5_3_35_3,train,59
5_3_35_4,train,43
5_3_35_5,train,22
5_3_36_1,train,35
5_3_36_2,train,44
5_3_36_3,train,58
5_3_36_4,train,52
5_3_36_5,train,40
5_3_36_6,train,46
5_3_36_7,train,59
5_3_36_8,train,51
5_3_36_9,train,32
5_3_36_10,train,41
5_3_36_11,train,59
5_3_36_12,train,62
5_3_36_13,train,44
5_3_36_14,train,25
5_3_37_1,train,34
5_3_37_2,train,52
5_3_37_3,train,59
5_3_37_4,train,48
5_3_37_5,train,48
5_3_37_6,train,65
5_3_37_7,train,63
5_3_37_8,train,50
5_3_37_9,train,64
5_3_37_10,train,70
5_3_37_11,train,69
5_3_37_12,train,58
5_3_37_13,train,47
5_3_37_14,train,60
5_3_37_15,train,58
5_3_37_16,train,50
5_3_37_17,train,63
5_3_37_18,train,75
5_3_37_19,train,56
5_3_37_20,train,50
5_3_37_21,train,39
6_1_1_1,train,36
6_1_1_2,train,56
6_1_1_3,train,68
6_1_1_4,train,65
6_1_1_5,train,40
6_1_2_1,train,50
6_1_2_2,train,53
6_1_2_3,train,37
6_1_2_4,train,39
6_1_2_5,train,48
6_1_2_6,train,59
6_1_2_7,train,49
6_1_2_8,train,41
6_1_2_9,train,48
6_1_2_10,train,63
6_1_2_11,train,50
6_1_2_12,train,34
6_1_2_13,train,47
6_1_2_14,train,32
6_1_3_1,train,43
6_1_3_2,train,68
6_1_3_3,train,60
6_1_3_4,train,50
6_1_3_5,train,61
6_1_3_6,train,41
6_1_4_1,train,36
6_1_4_2,train,53
6_1_4_3,train,66
6_1_4_4,train,61
6_1_4_5,train,59
6_1_4_6,train,46
6_1_4_7,train,30
6_1_4_8,train,28
6_1_4_9,train,26
6_1_4_10,train,37
6_1_4_11,train,50
6_1_4_12,train,56
6_1_4_13,train,44
6_1_4_14,train,37
6_1_4_15,train,39
6_1_4_16,train,41
6_1_4_17,train,65
6_1_4_18,train,62
6_1_4_19,train,53
6_1_4_20,train,63
6_1_4_21,train,63
6_1_4_22,train,68
6_1_4_23,train,56
6_1_4_24,train,43
6_1_4_25,train,53
6_1_4_26,train,65
6_1_4_27,train,71
6_1_4_28,train,68
6_1_4_29,train,73
6_1_4_30,train,50
6_1_4_31,train,41
6_1_4_32,train,36
6_1_5_1,train,42
6_1_5_2,train,59
6_1_5_3,train,57
6_1_5_4,train,53
6_1_5_5,train,54
6_1_5_6,train,51
6_1_5_7,train,59
6_1_5_8,train,58
6_1_5_9,train,51
6_1_5_10,train,68
6_1_5_11,train,78
6_1_5_12,train,53
6_1_5_13,train,39
6_1_5_14,train,50
6_1_5_15,train,59
6_1_5_16,train,61
6_1_5_17,train,58
6_1_5_18,train,66
6_1_5_19,train,57
6_1_5_20,train,57
6_1_5_21,train,68
6_1_5_22,train,60
6_1_5_23,train,56
6_1_5_24,train,37
6_1_6_1,train,47
6_1_6_2,train,42
6_1_7_1,train,37
6_1_7_2,train,53
6_1_7_3,train,44
6_1_7_4,train,39
6_1_7_5,train,45
6_1_7_6,train,42
6_1_7_7,train,32
6_1_8_1,train,38
6_1_8_2,train,50
6_1_8_3,train,56
6_1_8_4,train,43
6_1_8_5,train,39
6_1_8_6,train,33
6_1_9_1,train,49
6_1_9_2,train,65
6_1_9_3,train,53
6_1_9_4,train,46
6_1_9_5,train,65
6_1_9_6,train,61
6_1_9_7,train,48
6_1_9_8,train,65
6_1_9_9,train,56
6_1_9_10,train,44
6_1_9_11,train,57
6_1_9_12,train,39
6_1_10_1,train,38
6_1_10_2,train,53
6_1_10_3,train,68
6_1_10_4,train,55
6_1_10_5,train,43
6_1_10_6,train,53
6_1_10_7,train,46
6_1_10_8,train,46
6_1_10_9,train,53
6_1_10_10,train,65
6_1_10_11,train,73
6_1_10_12,train,61
6_1_10_13,train,59
6_1_10_14,train,56
6_1_10_15,train,50
6_1_10_16,train,64
6_1_10_17,train,58
6_1_10_18,train,48
6_1_10_19,train,66
6_1_10_20,train,60
6_1_10_21,train,51
6_1_10_22,train,71
6_1_10_23,train,48
6_1_11_1,train,36
6_1_11_2,train,49
6_1_11_3,train,40
6_1_11_4,train,37
6_1_11_5,train,49
6_1_11_6,train,49
6_1_11_7,train,56
6_1_11_8,train,44
6_1_11_9,train,22
6_1_12_1,train,36
6_1_12_2,train,53
6_1_12_3,train,68
6_1_12_4,train,60
6_1_12_5,train,56
6_1_12_6,train,49
6_1_12_7,train,43
6_1_12_8,train,60
6_1_12_9,train,52
6_1_12_10,train,43
6_1_12_11,train,33
6_1_13_1,train,37
6_1_13_2,train,49
6_1_13_3,train,51
6_1_13_4,train,34
6_1_14_1,train,36
6_1_14_2,train,44
6_1_14_3,train,36
6_1_14_4,train,31
6_1_14_5,train,43
6_1_14_6,train,33
6_1_15_1,train,34
6_1_15_2,train,41
6_1_15_3,train,52
6_1_15_4,train,51
6_1_15_5,train,49
6_1_15_6,train,54
6_1_15_7,train,59
6_1_15_8,train,55
6_1_15_9,train,49
6_1_15_10,train,54
6_1_15_11,train,65
6_1_15_12,train,57
6_1_15_13,train,37
6_1_15_14,train,37
6_1_15_15,train,48
6_1_15_16,train,43
6_1_15_17,train,43
6_1_15_18,train,50
6_1_15_19,train,62
6_1_15_20,train,65
6_1_15_21,train,59
6_1_15_22,train,59
6_1_15_23,train,58
6_1_15_24,train,57
6_1_15_25,train,42
6_1_15_26,train,39
6_1_15_27,train,50
6_1_15_28,train,53
6_1_15_29,train,66
6_1_15_30,train,61
6_1_15_31,train,48
6_1_15_32,train,55
6_1_15_33,train,39
6_1_15_34,train,34
6_1_15_35,train,60
6_1_15_36,train,56
6_1_15_37,train,43
6_1_15_38,train,48
6_1_15_39,train,32
6_1_16_1,train,35
6_1_16_2,train,42
6_1_16_3,train,56
6_1_16_4,train,54
6_1_16_5,train,39
6_1_16_6,train,41
6_1_16_7,train,45
6_1_16_8,train,55
6_1_16_9,train,39
6_1_17_1,train,49
6_1_17_2,train,46
6_1_17_3,train,21
6_1_18_1,train,37
6_1_18_2,train,49
6_1_18_3,train,52
6_1_18_4,train,44
6_1_18_5,train,45
6_1_18_6,train,60
6_1_18_7,train,69
6_1_18_8,train,56
6_1_18_9,train,45
6_1_18_10,train,58
6_1_18_11,train,56
6_1_18_12,train,51
6_1_18_13,train,49
6_1_18_14,train,33
6_1_18_15,train,38
6_1_18_16,train,53
6_1_18_17,train,57
6_1_18_18,train,51
6_1_18_19,train,47
6_1_18_20,train,51
6_1_18_21,train,52
6_1_18_22,train,54
6_1_18_23,train,46
6_1_18_24,train,50
6_1_18_25,train,60
6_1_18_26,train,64
6_1_18_27,train,59
6_1_18_28,train,52
6_1_18_29,train,69
6_1_18_30,train,49
6_1_19_1,train,33
6_1_19_2,train,48
6_1_19_3,train,42
6_1_19_4,train,37
6_1_19_5,train,41
6_1_19_6,train,46
6_1_19_7,train,45
6_1_19_8,train,40
6_1_19_9,train,50
6_1_19_10,train,66
6_1_19_11,train,59
6_1_19_12,train,48
6_1_19_13,train,57
6_1_19_14,train,37
6_1_20_1,train,37
6_1_20_2,train,55
6_1_20_3,train,50
6_1_20_4,train,39
6_1_20_5,train,44
6_1_20_6,train,50
6_1_20_7,train,43
6_1_20_8,train,25
6_1_21_1,train,33
6_1_21_2,train,45
6_1_21_3,train,36
6_1_22_1,train,35
6_1_22_2,train,43
6_1_22_3,train,57
6_1_22_4,train,52
6_1_22_5,train,36
6_1_22_6,train,41
6_1_22_7,train,52
6_1_22_8,train,45
6_1_22_9,train,35
6_1_22_10,train,43
6_1_22_11,train,49
6_1_22_12,train,65
6_1_22_13,train,72
6_1_22_14,train,57
6_1_22_15,train,56
6_1_22_16,train,53
6_1_22_17,train,62
6_1_22_18,train,60
6_1_22_19,train,45
6_1_22_20,train,50
6_1_22_21,train,50
6_1_22_22,train,66
6_1_22_23,train,56
6_1_22_24,train,43
6_1_22_25,train,60
6_1_22_26,train,50
6_1_22_27,train,42
6_1_22_28,train,62
6_1_22_29,train,51
6_1_22_30,train,39
6_1_22_31,train,42
6_1_22_32,train,50
6_1_22_33,train,43
6_1_23_1,train,37
6_1_23_2,train,47
6_1_23_3,train,65
6_1_23_4,train,59
6_1_23_5,train,45
6_1_23_6,train,50
6_1_23_7,train,64
6_1_23_8,train,49
6_1_25_1,train,38
6_1_25_2,train,46
6_1_25_3,train,62
6_1_25_4,train,62
6_1_25_5,train,43
6_1_25_6,train,32
6_1_25_7,train,32
6_1_25_8,train,42
6_1_25_9,train,54
6_1_25_10,train,61
6_1_25_11,train,46
6_1_25_12,train,46
6_1_25_13,train,58
6_1_25_14,train,68
6_1_25_15,train,60
6_1_25_16,train,43
6_1_25_17,train,44
6_1_25_18,train,52
6_1_25_19,train,55
6_1_25_20,train,46
6_1_25_21,train,46
6_1_25_22,train,61
6_1_25_23,train,54
6_1_25_24,train,26
6_1_26_1,train,34
6_1_26_2,train,42
6_1_26_3,train,46
6_1_26_4,train,63
6_1_26_5,train,52
6_1_26_6,train,40
6_1_26_7,train,51
6_1_26_8,train,50
6_1_26_9,train,43
6_1_26_10,train,25
6_1_27_1,train,37
6_1_27_2,train,56
6_1_27_3,train,54
6_1_27_4,train,44
6_1_27_5,train,49
6_1_27_6,train,62
6_1_27_7,train,57
6_1_27_8,train,42
6_1_27_9,train,43
6_1_27_10,train,47
6_1_27_11,train,60
6_1_27_12,train,43
6_1_28_1,train,33
6_1_28_2,train,42
6_1_28_3,train,62
6_1_28_4,train,48
6_1_29_1,train,33
6_1_29_2,train,37
6_1_29_3,train,31
6_1_29_4,train,26
6_1_29_5,train,21
6_1_30_1,train,33
6_1_30_2,train,42
6_1_30_3,train,58
6_1_30_4,train,58
6_1_30_5,train,44
6_1_30_6,train,42
6_1_30_7,train,54
6_1_30_8,train,49
6_1_30_9,train,29
6_1_30_10,train,30
6_1_30_11,train,41
6_1_30_12,train,55
6_1_30_13,train,43
6_1_30_14,train,39
6_1_30_15,train,50
6_1_30_16,train,50
6_1_30_17,train,50
6_1_30_18,train,34
6_1_31_1,train,31
6_1_31_2,train,40
6_1_31_3,train,37
6_1_31_4,train,22
6_1_32_1,train,33
6_1_32_2,train,58
6_1_32_3,train,75
6_1_32_4,train,70
6_1_32_5,train,50
6_1_32_6,train,43
6_1_32_7,train,62
6_1_32_8,train,59
6_1_32_9,train,51
6_1_32_10,train,46
6_1_32_11,train,44
6_1_32_12,train,53
6_1_32_13,train,43
6_1_32_14,train,24
6_1_33_1,train,33
6_1_33_2,train,40
6_1_33_3,train,59
6_1_33_4,train,71
6_1_33_5,train,49
6_1_33_6,train,40
6_1_33_7,train,57
6_1_33_8,train,72
6_1_33_9,train,54
6_1_33_10,train,37
6_1_33_11,train,45
6_1_33_12,train,45
6_1_33_13,train,63
6_1_33_14,train,53
6_1_33_15,train,39
6_1_33_16,train,46
6_1_33_17,train,50
6_1_33_18,train,50
6_1_33_19,train,29
6_1_34_1,train,36
6_1_34_2,train,40
6_1_34_3,train,42
6_1_34_4,train,58
6_1_34_5,train,50
6_1_34_6,train,38
6_1_34_7,train,48
6_1_34_8,train,43
6_1_34_9,train,43
6_1_34_10,train,58
6_1_34_11,train,60
6_1_34_12,train,50
6_1_34_13,train,50
6_1_34_14,train,50
6_1_34_15,train,64
6_1_34_16,train,80
6_1_34_17,train,56
6_1_34_18,train,44
6_1_34_19,train,47
6_1_34_20,train,33
6_1_34_21,train,34
6_1_34_22,train,43
6_1_34_23,train,40
6_1_34_24,train,44
6_1_34_25,train,45
6_1_34_26,train,54
6_1_34_27,train,56
6_1_34_28,train,50
6_1_34_29,train,37
6_1_35_1,train,34
6_1_35_2,train,40
6_1_35_3,train,50
6_1_35_4,train,43
6_1_35_5,train,39
6_1_35_6,train,46
6_1_35_7,train,57
6_1_35_8,train,42
6_1_36_1,train,37
6_1_36_2,train,41
6_1_36_3,train,47
6_1_36_4,train,42
6_1_36_5,train,37
6_1_36_6,train,37
6_1_36_7,train,31
6_1_36_8,train,38
6_1_36_9,train,44
6_1_36_10,train,45
6_1_36_11,train,42
6_1_36_12,train,62
6_1_36_13,train,56
6_1_36_14,train,32
6_1_36_15,train,41
6_1_36_16,train,48
6_1_36_17,train,44
6_1_36_18,train,58
6_1_36_19,train,52
6_1_36_20,train,44
6_1_36_21,train,52
6_1_36_22,train,62
6_1_36_23,train,53
6_1_36_24,train,42
6_1_36_25,train,52
6_1_36_26,train,36
6_1_37_1,train,36
6_1_37_2,train,45
6_1_37_3,train,50
6_1_37_4,train,35
6_1_38_1,train,35
6_1_38_2,train,41
6_1_38_3,train,51
6_1_38_4,train,57
6_1_38_5,train,49
6_1_38_6,train,50
6_1_38_7,train,60
6_1_38_8,train,46
6_1_38_9,train,38
6_1_38_10,train,40
6_1_38_11,train,29
6_1_38_12,train,21
6_1_39_1,train,37
6_1_39_2,train,41
6_1_39_3,train,43
6_1_39_4,train,50
6_1_39_5,train,39
6_1_39_6,train,37
6_1_39_7,train,48
6_1_39_8,train,61
6_1_39_9,train,70
6_1_39_10,train,63
6_1_39_11,train,69
6_1_39_12,train,62
6_1_39_13,train,53
6_1_39_14,train,55
6_1_39_15,train,66
6_1_39_16,train,55
6_1_39_17,train,37
6_1_39_18,train,46
6_1_39_19,train,48
6_1_39_20,train,53
6_1_39_21,train,37
6_1_40_1,train,37
6_1_40_2,train,47
6_1_40_3,train,50
6_1_40_4,train,56
6_1_40_5,train,46
6_1_40_6,train,38
6_1_40_7,train,44
6_1_40_8,train,43
6_1_40_9,train,30
6_1_41_1,train,37
6_1_41_2,train,43
6_1_41_3,train,48
6_1_41_4,train,46
6_1_41_5,train,46
6_1_41_6,train,62
6_1_41_7,train,50
6_1_41_8,train,38
6_1_41_9,train,47
6_1_41_10,train,51
6_1_41_11,train,53
6_1_41_12,train,47
6_1_41_13,train,43
6_1_41_14,train,31
6_1_42_1,train,35
6_1_42_2,train,42
6_1_42_3,train,30
6_2_1_1,train,36
6_2_1_2,train,42
6_2_1_3,train,31
6_2_2_1,train,36
6_2_2_2,train,46
6_2_2_3,train,55
6_2_2_4,train,51
6_2_2_5,train,46
6_2_2_6,train,50
6_2_2_7,train,66
6_2_2_8,train,75
6_2_2_9,train,53
6_2_2_10,train,49
6_2_2_11,train,59
6_2_2_12,train,68
6_2_2_13,train,64
6_2_2_14,train,52
6_2_2_15,train,41
6_2_2_16,train,38
6_2_2_17,train,34
6_2_3_1,train,17
6_2_3_3,train,18
6_2_3_4,train,39
6_2_3_5,train,50
6_2_3_6,train,50
6_2_3_7,train,63
6_2_3_8,train,53
6_2_3_9,train,33
6_2_3_10,train,44
6_2_3_11,train,57
6_2_3_12,train,55
6_2_3_13,train,36
6_2_3_14,train,35
